r	999	920	10	10	0	0	70s	100	1	4203
r	998	453	10	10	0	0	70s	100	1	4203
r	996	822	10	10	0	0	70s	100	1	4202
r	994	855	10	10	0	0	70s	100	1	4201
r	992	1299	10	10	0	0	70s	100	1	4201
r	991	835	10	10	0	0	70s	100	1	4201
r	991	627	10	10	0	0	70s	100	1	4202
r	991	1107	10	10	0	0	70s	100	1	4205
r	988	793	10	10	0	0	70s	100	1	4202
r	988	713	10	10	0	0	70s	100	1	4201
r	986	813	10	10	0	0	70s	100	1	4202
r	981	625	10	10	0	0	70s	100	1	4202
r	980	450	10	10	0	0	70s	100	1	4203
r	978	742	10	10	0	0	70s	100	1	4201
r	978	1024	10	10	0	0	70s	100	1	4202
r	977	1003	10	10	0	0	70s	100	1	4202
r	977	753	10	10	0	0	70s	100	1	4201
r	976	664	10	10	0	0	70s	100	1	4202
r	976	800	10	10	0	0	70s	100	1	4201
r	975	785	10	10	0	0	70s	100	1	4201
r	974	675	10	10	0	0	70s	100	1	4201
r	974	357	10	10	0	0	70s	100	1	4203
r	974	1218	10	10	0	0	70s	100	1	4204
r	974	646	10	10	0	0	70s	100	1	4202
r	971	989	10	10	0	0	70s	100	1	4202
r	970	1103	10	10	0	0	70s	100	1	4204
r	970	900	10	10	0	0	70s	100	1	4202
r	968	856	10	10	0	0	70s	100	1	4202
r	967	1093	10	10	0	0	70s	100	1	4205
r	967	925	10	10	0	0	70s	100	1	4203
r	966	1012	10	10	0	0	70s	100	1	4207
r	964	1136	10	10	0	0	70s	100	1	4204
r	964	937	10	10	0	0	70s	100	1	4203
r	964	818	10	10	0	0	70s	100	1	4202
r	963	349	10	10	0	0	70s	100	1	4203
r	962	663	10	10	0	0	70s	100	1	4201
r	958	949	10	10	0	0	70s	100	1	4202
r	957	259	10	10	0	0	70s	100	1	4205
r	956	625	10	10	0	0	70s	100	1	4202
r	954	1106	10	10	0	0	70s	100	1	4201
r	953	833	10	10	0	0	70s	100	1	4201
r	953	654	10	10	0	0	70s	100	1	4202
r	952	610	10	10	0	0	70s	100	1	4201
r	950	539	10	10	0	0	70s	100	1	4202
r	950	1028	10	10	0	0	70s	100	1	4202
r	949	1299	10	10	0	0	70s	100	1	4206
r	948	942	10	10	0	0	70s	100	1	4203
r	948	1199	10	10	0	0	70s	100	1	4201
r	947	1215	10	10	0	0	70s	100	1	4203
r	946	1274	10	10	0	0	70s	100	1	4206
r	946	846	10	10	0	0	70s	100	1	4201
r	945	917	10	10	0	0	70s	100	1	4203
r	944	991	10	10	0	0	70s	100	1	4207
r	943	332	10	0	0	0	70s	100	1	4202
r	943	240	10	0	0	0	70s	100	1	4202
r	940	280	10	10	0	0	70s	100	1	4205
r	940	1106	10	10	0	0	70s	100	1	4201
r	938	839	10	10	0	0	70s	100	1	4202
r	937	1015	10	10	0	0	70s	100	1	4207
r	936	462	10	10	0	0	70s	100	1	4202
r	932	530	10	10	0	0	70s	100	1	4202
r	931	1299	10	10	0	0	70s	100	1	4201
r	931	943	10	10	0	0	70s	100	1	4203
r	930	354	10	10	0	0	70s	100	1	4202
r	930	932	10	10	0	0	70s	100	1	4203
r	930	1004	10	10	0	0	70s	100	1	4202
r	930	1211	10	10	0	0	70s	100	1	4203
r	930	1193	10	10	0	0	70s	100	1	4203
r	930	379	10	0	0	0	70s	100	1	4202
r	928	235	10	0	0	0	70s	100	1	4202
r	927	921	10	10	0	0	70s	100	1	4203
r	925	898	10	10	0	0	70s	100	1	4202
r	925	436	10	10	0	0	70s	100	1	4202
r	924	252	10	10	0	0	70s	100	1	4206
r	923	1285	10	10	0	0	70s	100	1	4207
r	922	541	10	10	0	0	70s	100	1	4203
r	921	848	10	10	0	0	70s	100	1	4202
r	921	175	10	10	0	0	70s	100	1	4207
r	920	341	10	10	0	0	70s	100	1	4204
r	920	376	10	10	0	0	70s	100	1	4205
r	918	929	10	10	0	0	70s	100	1	4203
r	918	1219	10	10	0	0	70s	100	1	4205
r	916	477	10	10	0	0	70s	100	1	4206
r	914	908	10	10	0	0	70s	100	1	4203
r	912	451	10	10	0	0	70s	100	1	4206
r	911	837	10	10	0	0	70s	100	1	4201
r	911	262	10	10	0	0	70s	100	1	4205
r	910	1311	10	10	0	0	70s	100	1	4201
r	909	283	10	0	0	0	70s	100	1	4202
r	905	329	10	10	0	0	70s	100	1	4205
r	904	849	10	10	0	0	70s	100	1	4201
r	904	460	10	10	0	0	70s	100	1	4202
r	901	357	10	10	0	0	70s	100	1	4202
r	900	1285	10	10	0	0	70s	100	1	4206
r	900	545	10	10	0	0	70s	100	1	4202
r	899	243	10	10	0	0	70s	100	1	4206
r	898	376	10	0	0	0	70s	100	1	4202
r	895	439	10	10	0	0	70s	100	1	4202
r	893	613	10	10	0	0	70s	100	1	4201
r	893	640	10	10	0	0	70s	100	1	4201
r	891	176	10	10	0	0	70s	100	1	4207
r	890	1014	10	10	0	0	70s	100	1	4202
r	887	655	10	10	0	0	70s	100	1	4202
r	885	833	10	10	0	0	70s	100	1	4202
r	884	278	10	10	0	0	70s	100	1	4205
r	878	642	10	10	0	0	70s	100	1	4202
r	878	178	10	10	0	0	70s	100	1	4206
r	870	531	10	10	0	0	70s	100	1	4203
r	865	1010	10	10	0	0	70s	100	1	4202
r	864	615	10	10	0	0	70s	100	1	4202
r	862	1303	10	10	0	0	70s	100	1	4207
r	861	260	10	10	0	0	70s	100	1	4204
r	857	633	10	10	0	0	70s	100	1	4201
r	856	1110	10	10	0	0	70s	100	1	4205
r	856	648	10	10	0	0	70s	100	1	4201
r	851	1305	10	10	0	0	70s	100	1	4206
r	850	844	10	10	0	0	70s	100	1	4201
r	844	1014	10	10	0	0	70s	100	1	4202
r	844	1296	10	10	0	0	70s	100	1	4207
r	842	1184	10	10	0	0	70s	100	1	4205
r	839	634	10	10	0	0	70s	100	1	4202
r	839	1098	10	10	0	0	70s	100	1	4203
r	838	504	10	10	0	0	70s	100	1	4203
r	838	543	10	10	0	0	70s	100	1	4203
r	832	521	10	10	0	0	70s	100	1	4202
r	829	840	10	10	0	0	70s	100	1	4201
r	828	563	10	10	0	0	70s	100	1	4203
r	828	1134	10	10	0	0	70s	100	1	4205
r	823	432	10	10	0	0	70s	100	1	4203
r	823	1109	10	10	0	0	70s	100	1	4206
r	823	1294	10	10	0	0	70s	100	1	4207
r	822	998	10	10	0	0	70s	100	1	4202
r	821	813	10	10	0	0	70s	100	1	4201
r	821	527	10	10	0	0	70s	100	1	4202
r	820	1207	10	10	0	0	70s	100	1	4204
r	820	1123	10	10	0	0	70s	100	1	4206
r	819	756	10	10	0	0	70s	100	1	4202
r	817	636	10	10	0	0	70s	100	1	4202
r	817	866	10	10	0	0	70s	100	1	4202
r	817	176	10	10	0	0	70s	100	1	4206
r	817	723	10	10	0	0	70s	100	1	4201
r	815	1227	10	10	0	0	70s	100	1	4205
r	815	566	10	10	0	0	70s	100	1	4202
r	811	447	10	10	0	0	70s	100	1	4203
r	810	1187	10	10	0	0	70s	100	1	4203
r	810	1203	10	10	0	0	70s	100	1	4203
r	809	1092	10	10	0	0	70s	100	1	4205
r	808	422	10	10	0	0	70s	100	1	4202
r	807	263	10	10	0	0	70s	100	1	4207
r	807	819	10	10	0	0	70s	100	1	4201
r	805	535	10	10	0	0	70s	100	1	4202
r	805	1105	10	10	0	0	70s	100	1	4206
r	804	1215	10	10	0	0	70s	100	1	4203
r	804	749	10	10	0	0	70s	100	1	4202
r	802	1129	10	10	0	0	70s	100	1	4206
r	802	1008	10	10	0	0	70s	100	1	4202
r	800	520	10	10	0	0	70s	100	1	4203
r	800	563	10	10	0	0	70s	100	1	4203
r	800	551	10	10	0	0	70s	100	1	4202
r	799	719	10	10	0	0	70s	100	1	4201
r	799	775	10	10	0	0	70s	100	1	4201
r	798	445	10	10	0	0	70s	100	1	4203
r	796	802	10	10	0	0	70s	100	1	4201
r	795	823	10	10	0	0	70s	100	1	4202
r	795	1301	10	10	0	0	70s	100	1	4206
r	794	762	10	10	0	0	70s	100	1	4202
r	794	540	10	10	0	0	70s	100	1	4202
r	789	731	10	10	0	0	70s	100	1	4201
r	788	170	10	10	0	0	70s	100	1	4206
r	787	869	10	10	0	0	70s	100	1	4202
r	787	428	10	10	0	0	70s	100	1	4203
r	780	372	10	0	0	0	70s	100	1	4202
r	778	810	10	10	0	0	70s	100	1	4202
r	777	829	10	10	0	0	70s	100	1	4202
r	775	329	10	0	0	0	70s	100	1	4202
r	774	845	10	10	0	0	70s	100	1	4201
r	774	755	10	10	0	0	70s	100	1	4202
r	773	714	10	10	0	0	70s	100	1	4201
r	771	937	10	10	0	0	70s	100	1	4202
r	770	990	10	10	0	0	70s	100	1	4202
r	769	1003	10	10	0	0	70s	100	1	4207
r	766	768	10	10	0	0	70s	100	1	4202
r	766	1030	10	10	0	0	70s	100	1	4202
r	765	749	10	10	0	0	70s	100	1	4202
r	764	861	10	10	0	0	70s	100	1	4202
r	764	722	10	10	0	0	70s	100	1	4201
r	764	895	10	10	0	0	70s	100	1	4202
r	763	543	10	10	0	0	70s	100	1	4202
r	763	643	10	10	0	0	70s	100	1	4202
r	760	1009	10	10	0	0	70s	100	1	4207
r	760	1211	10	10	0	0	70s	100	1	4204
r	759	179	10	10	0	0	70s	100	1	4207
